gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2812915872	107	90.48	3	107	2	106	1.5e-62	211	KO:K02759	PTS system, cellobiose-specific IIA component [EC:2.7.1.69]	EC:2.7.1.69	Yes
2812915873	637	76.78	1	633	1	633	0.0e+00	1130	KO:K03491	lichenan operon transcriptional antiterminator		Yes
2812915876	278	98.21	1	278	1	279	0.0e+00	619	KO:K02030	polar amino acid transport system substrate-binding protein		Yes
2812915877	244	95.51	1	244	1	245	0.0e+00	529	KO:K02029	polar amino acid transport system permease protein		Yes
2812915878	214	98.13	1	214	1	214	0.0e+00	466	KO:K02029	polar amino acid transport system permease protein		Yes
2812915879	245	98.78	1	245	1	245	0.0e+00	535	KO:K02028	polar amino acid transport system ATP-binding protein [EC:3.6.3.21]	EC:3.6.3.21	Yes
2812915884	513	85.35	1	512	1	512	0.0e+00	959	KO:K03406	methyl-accepting chemotaxis protein		Yes
2812915885	87	95.4	1	87	1	87	2.4e-54	186	KO:K07497	putative transposase		Yes
2812915887	274	95.62	1	274	4	277	0.0e+00	628	KO:K07497	putative transposase		Yes
2812915895	151	79.59	1	147	19	165	3.1e-82	272	KO:K01185	lysozyme [EC:3.2.1.17]	EC:3.2.1.17	Yes
2812915898	345	97.64	1	339	1	339	0.0e+00	773	KO:K12957	uncharacterized zinc-type alcohol dehydrogenase-like protein [EC:1.-.-.-]	EC:1.-	Yes
2812915899	544	93.03	1	544	1	545	0.0e+00	1130	KO:K00863	dihydroxyacetone kinase [EC:2.7.1.29]	EC:2.7.1.29	Yes
2812915900	360	96.39	1	360	1	360	0.0e+00	780	KO:K11720	lipopolysaccharide export system permease protein		Yes
2812915901	359	94.43	1	359	8	366	0.0e+00	763	KO:K07091	lipopolysaccharide export system permease protein		Yes
2812915902	503	97.42	1	503	1	503	0.0e+00	1130	KO:K01255	leucyl aminopeptidase [EC:3.4.11.1]	EC:3.4.11.1	Yes
2812915903	147	95.92	1	147	1	147	1.4e-103	332	KO:K02339	DNA polymerase III subunit chi [EC:2.7.7.7]	EC:2.7.7.7	Yes
2812915904	951	97.9	1	951	1	951	0.0e+00	2180	KO:K01873	valyl-tRNA synthetase [EC:6.1.1.9]	EC:6.1.1.9	Yes
2812915906	167	94.01	1	167	1	167	1.7e-116	371	KO:K03828	putative acetyltransferase [EC:2.3.1.-]	EC:2.3.1.-	Yes
2812915908	252	91.67	1	252	1	252	0.0e+00	547	KO:K06169	tRNA-(ms[2]io[6]A)-hydroxylase [EC:1.-.-.-]	EC:1.-	Yes
2812915909	144	89.58	1	144	1	140	5.3e-92	299	KO:K09893	regulator of ribonuclease activity B		Yes
2812915910	334	96.41	1	334	1	334	0.0e+00	740	KO:K00611	ornithine carbamoyltransferase [EC:2.1.3.3]	EC:2.1.3.3	Yes
2812915911	150	90	1	150	33	182	1.6e-100	323	KO:K19334	biofilm protein TabA		Yes
2812915912	406	98.52	1	406	1	406	0.0e+00	937	KO:K01478	arginine deiminase [EC:3.5.3.6]	EC:3.5.3.6	Yes
2812915913	303	95.05	1	303	1	303	0.0e+00	654	KO:K00926	carbamate kinase [EC:2.7.2.2]	EC:2.7.2.2	Yes
2812915914	334	97.31	1	334	1	334	0.0e+00	749	KO:K00611	ornithine carbamoyltransferase [EC:2.1.3.3]	EC:2.1.3.3	Yes
2812915917	311	99.04	1	311	1	311	0.0e+00	688	KO:K00609	aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]	EC:2.1.3.2	Yes
2812915918	153	97.39	1	153	1	153	4.6e-107	342	KO:K00610	aspartate carbamoyltransferase regulatory subunit		Yes
2812915919	128	97.66	1	128	1	128	1.2e-84	276	KO:K09022	2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]	EC:3.5.99.10	Yes
2812915920	902	94.35	1	902	1	902	0.0e+00	1930	KO:K01531	Mg2+-importing ATPase [EC:3.6.3.2]	EC:3.6.3.2	Yes
2812915922	315	90.45	1	314	1	314	0.0e+00	645	KO:K03485	LacI family transcriptional regulator, trehalose operon repressor		Yes
2812915923	472	89.41	1	472	1	472	0.0e+00	986	KO:K02819	PTS system, trehalose-specific IIC component		Yes
2812915924	551	87.82	1	550	1	550	0.0e+00	1210	KO:K01226	trehalose-6-phosphate hydrolase [EC:3.2.1.93]	EC:3.2.1.93	Yes
2812915925	711	97.47	1	711	1	711	0.0e+00	1630	KO:K00527	ribonucleoside-triphosphate reductase [EC:1.17.4.2]	EC:1.17.4.2	Yes
2812915926	154	97.4	1	154	1	154	4.1e-116	368	KO:K04068	anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]	EC:1.97.1.4	Yes
2812915928	80	90	1	80	1	80	1.1e-46	164	KO:K18918	RHH-type transcriptional regulator, rel operon repressor / antitoxin RelB		Yes
2812915934	371	94.57	1	368	1	368	0.0e+00	780	KO:K01042	L-seryl-tRNA(Ser) seleniumtransferase [EC:2.9.1.1]	EC:2.9.1.1	Yes
2812915935	377	90.19	1	377	1	377	0.0e+00	782	KO:K01465	dihydroorotase [EC:3.5.2.3]	EC:3.5.2.3	Yes
2812915945	128	92.19	1	128	1	128	7.6e-80	262	KO:K15536	soluble cytochrome b562		Yes
2812915946	450	95.96	5	450	1	446	0.0e+00	991	KO:K03592	PmbA protein		Yes
2812915947	184	97.28	1	184	1	184	1.8e-130	412	KO:K09889	ribosome-associated protein		Yes
2812915949	460	95.2	1	458	1	458	0.0e+00	1040	KO:K02558	UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase [EC:6.3.2.-]	EC:6.3.2.-	Yes
2812915950	332	98.49	1	332	1	332	0.0e+00	758	KO:K03841	fructose-1,6-bisphosphatase I [EC:3.1.3.11]	EC:3.1.3.11	Yes
2812915953	332	96.69	1	332	1	332	0.0e+00	716	KO:K02057	simple sugar transport system permease protein		Yes
2812915954	340	96.76	1	340	1	340	0.0e+00	722	KO:K02057	simple sugar transport system permease protein		Yes
2812915955	500	97.8	1	500	1	500	0.0e+00	1090	KO:K02056	simple sugar transport system ATP-binding protein [EC:3.6.3.17]	EC:3.6.3.17	Yes
2812915956	318	97.17	1	318	1	318	0.0e+00	691	KO:K02058	simple sugar transport system substrate-binding protein		Yes
2812915957	176	99.43	1	176	1	176	0.0e+00	413	KO:K01507	inorganic pyrophosphatase [EC:3.6.1.1]	EC:3.6.1.1	Yes
2812915959	1258	92.53	1	1258	1	1258	0.0e+00	2670	KO:K09800	translocation and assembly module TamB		Yes
2812915960	577	94.8	1	577	1	577	0.0e+00	1290	KO:K07278	translocation and assembly module TamA		Yes
2812915961	214	91.12	1	214	1	214	0.0e+00	473	KO:K07304	peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]	EC:1.8.4.11	Yes
2812915964	185	91.89	1	185	1	185	4.5e-123	391	KO:K07109	uncharacterized protein		Yes
2812915965	246	96.75	1	246	1	246	0.0e+00	563	KO:K01082	3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]	EC:3.1.3.7	Yes
2812915966	648	93.97	1	647	1	647	0.0e+00	1410	KO:K01119	2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16 3.1.3.6]	EC:3.1.3.6	Yes
2812915966	648	93.97	1	647	1	647	0.0e+00	1410	KO:K01119	2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16 3.1.3.6]	EC:3.1.4.16	Yes
2812915968	282	94.66	1	281	1	281	0.0e+00	582	KO:K19267	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	EC:1.6.5.2	Yes
2812915971	551	92.02	13	551	1	539	0.0e+00	1080	KO:K05874	methyl-accepting chemotaxis protein I, serine sensor receptor		Yes
2812915972	220	95.91	1	220	1	220	0.0e+00	489	KO:K07322	regulator of cell morphogenesis and NO signaling		Yes
2812915973	470	95.53	1	470	1	470	0.0e+00	1030	KO:K11737	D-serine/D-alanine/glycine transporter		Yes
2812915974	206	99.51	1	206	1	206	0.0e+00	460	KO:K03773	FKBP-type peptidyl-prolyl cis-trans isomerase FklB [EC:5.2.1.8]	EC:5.2.1.8	Yes
2812915975	217	78.83	1	217	1	220	1.5e-119	385	KO:K07269	uncharacterized protein		Yes
2812915976	149	96.64	1	149	1	149	4.9e-97	314	KO:K02939	large subunit ribosomal protein L9		Yes
2812915977	75	92	1	75	1	75	1.7e-47	166	KO:K02963	small subunit ribosomal protein S18		Yes
2812915978	104	97.12	1	104	1	104	2.8e-71	235	KO:K02686	primosomal replication protein N		Yes
2812915979	131	96.95	1	131	1	131	1.6e-92	299	KO:K02990	small subunit ribosomal protein S6		Yes
2812915982	249	84.74	1	249	1	249	0.0e+00	489	KO:K06889	uncharacterized protein		Yes
2812915987	539	87.57	1	539	1	539	0.0e+00	1120	KO:K09456	putative acyl-CoA dehydrogenase		Yes
2812915991	136	94.7	5	136	1	132	2.6e-90	293	KO:K08989	putative membrane protein		Yes
2812915994	133	90.98	1	133	1	133	4.6e-81	266	KO:K09980	uncharacterized protein		Yes
2812915995	244	97.53	1	243	1	243	0.0e+00	532	KO:K03218	23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]	EC:2.1.1.185	Yes
2812915996	259	86.27	5	259	4	258	0.0e+00	514	KO:K02049	NitT/TauT family transport system ATP-binding protein		Yes
2812915997	256	92.97	1	256	1	256	0.0e+00	532	KO:K15552	taurine transport system permease protein		Yes
2812915998	334	92.49	1	333	1	333	0.0e+00	695	KO:K15551	taurine transport system substrate-binding protein		Yes
2812915999	250	77.54	1	236	1	236	0.0e+00	438	KO:K01779	aspartate racemase [EC:5.1.1.13]	EC:5.1.1.13	Yes
2812916000	338	92.31	1	338	1	338	0.0e+00	714	KO:K17950	L-cysteate sulfo-lyase [EC:4.4.1.25]	EC:4.4.1.25	Yes
2812916001	814	95.95	1	814	1	811	0.0e+00	1790	KO:K12573	ribonuclease R [EC:3.1.-.-]	EC:3.1.-	Yes
2812916002	141	97.87	1	141	1	141	1.2e-95	309	KO:K13771	Rrf2 family transcriptional regulator, nitric oxide-sensitive transcriptional repressor		Yes
2812916003	432	99.77	1	432	1	432	0.0e+00	986	KO:K01939	adenylosuccinate synthase [EC:6.3.4.4]	EC:6.3.4.4	Yes
2812916004	65	96.92	1	65	1	65	4.8e-41	146	KO:K09937	uncharacterized protein		Yes
2812916005	334	98.2	1	334	1	334	0.0e+00	723	KO:K04087	membrane protease subunit HflC [EC:3.4.-.-]	EC:3.4.-	Yes
2812916006	418	96.42	1	418	1	419	0.0e+00	913	KO:K04088	membrane protease subunit HflK [EC:3.4.-.-]	EC:3.4.-	Yes
2812916007	426	97.89	1	426	1	426	0.0e+00	942	KO:K03665	GTPase		Yes
2812916008	101	99.01	1	101	1	101	2.3e-69	230	KO:K03666	host factor-I protein		Yes
2812916009	315	95.89	1	315	1	316	0.0e+00	684	KO:K00791	tRNA dimethylallyltransferase [EC:2.5.1.75]	EC:2.5.1.75	Yes
2812916010	619	89.98	1	619	1	618	0.0e+00	1250	KO:K03572	DNA mismatch repair protein MutL		Yes
2812916011	460	88.71	23	460	1	442	0.0e+00	872	KO:K01448	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	EC:3.5.1.28	Yes
2812916012	153	97.39	1	153	1	153	5.6e-109	348	KO:K06925	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE		Yes
2812916013	503	85.88	1	503	6	508	0.0e+00	995	KO:K17759	NAD(P)H-hydrate epimerase [EC:5.1.99.6]	EC:5.1.99.6	Yes
2812916014	379	94.2	1	379	1	379	0.0e+00	843	KO:K18979	epoxyqueuosine reductase [EC:1.17.99.6]	EC:1.17.99.6	Yes
2812916018	181	98.9	1	181	1	181	0.0e+00	413	KO:K13288	oligoribonuclease [EC:3.1.-.-]	EC:3.1.-	Yes
2812916019	351	94.59	1	351	1	351	0.0e+00	769	KO:K06949	ribosome biogenesis GTPase [EC:3.6.1.-]	EC:3.6.1.-	Yes
2812916020	322	94.08	1	321	1	321	0.0e+00	706	KO:K01613	phosphatidylserine decarboxylase [EC:4.1.1.65]	EC:4.1.1.65	Yes
2812916021	1110	95.77	1	1110	1	1110	0.0e+00	2370	KO:K05802	potassium efflux system protein		Yes
2812916024	325	96.31	1	325	1	325	0.0e+00	726	KO:K04568	lysyl-tRNA synthetase, class II [EC:6.1.1.6]	EC:6.1.1.6	Yes
2812916025	596	96.47	1	595	1	595	0.0e+00	1350	KO:K00244	fumarate reductase flavoprotein subunit [EC:1.3.5.4]	EC:1.3.5.4	Yes
2812916026	244	96.72	1	244	1	244	0.0e+00	574	KO:K00245	fumarate reductase iron-sulfur subunit [EC:1.3.5.4]	EC:1.3.5.4	Yes
2812916027	131	92.37	1	131	1	131	4.6e-92	297	KO:K00246	fumarate reductase subunit C		Yes
2812916028	119	89.08	1	119	1	119	4.3e-81	265	KO:K00247	fumarate reductase subunit D		Yes
2812916029	176	80.68	1	176	1	176	6.5e-109	350	KO:K03098	apolipoprotein D and lipocalin family protein		Yes
2812916030	105	93.33	1	105	1	105	5.2e-67	224	KO:K11741	quaternary ammonium compound-resistance protein SugE		Yes
2812916032	48	91.67	1	48	1	48	2.2e-24	97.3	KO:K16348	entericidin B		Yes
2812916033	44	75	1	44	1	44	1.2e-17	77.9	KO:K16347	entericidin A		Yes
2812916034	188	100	1	188	1	188	0.0e+00	433	KO:K02356	elongation factor P		Yes
2812916036	545	80	1	545	1	545	0.0e+00	950	KO:K03406	methyl-accepting chemotaxis protein		Yes
2812916039	548	99.45	1	548	1	548	0.0e+00	1190	KO:K04077	chaperonin GroEL		Yes
2812916040	97	100	1	97	1	97	5.6e-63	211	KO:K04078	chaperonin GroES		Yes
2812916041	445	90.89	28	444	1	417	0.0e+00	882	KO:K16263	amino acid efflux transporter		Yes
2812916042	189	93.59	34	189	1	156	9.3e-103	334	KO:K07113	UPF0716 protein FxsA		Yes
2812916043	478	98.74	1	478	1	478	0.0e+00	1070	KO:K01744	aspartate ammonia-lyase [EC:4.3.1.1]	EC:4.3.1.1	Yes
2812916044	433	96.07	1	433	1	433	0.0e+00	924	KO:K07791	anaerobic C4-dicarboxylate transporter DcuA		Yes
2812916045	107	98.13	1	107	1	107	6.5e-75	246	KO:K03926	periplasmic divalent cation tolerance protein		Yes
2812916046	567	88.73	1	567	1	568	0.0e+00	1150	KO:K04084	thiol:disulfide interchange protein DsbD [EC:1.8.1.8]	EC:1.8.1.8	Yes
2812916076	160	71.88	1	160	69	228	1.8e-87	288	KO:K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]	EC:5.4.2.11	Yes
2812916080	124	97.58	1	124	1	124	1.2e-85	278	KO:K06199	CrcB protein		Yes
2812916081	429	96.27	1	429	1	429	0.0e+00	944	KO:K01689	enolase [EC:4.2.1.11]	EC:4.2.1.11	Yes
2812916082	121	69.42	1	121	21	141	2.2e-55	193	KO:K06149	universal stress protein A		Yes
2812916083	130	91.54	1	130	8	137	3.9e-84	275	KO:K07483	transposase		Yes
2812916084	115	96.43	4	115	1	112	2.7e-78	257	KO:K07484	transposase		Yes
2812916085	512	92.38	1	512	1	512	0.0e+00	1100	KO:K07484	transposase		Yes
2812916087	302	92.05	1	302	1	302	0.0e+00	644	KO:K15986	manganese-dependent inorganic pyrophosphatase [EC:3.6.1.1]	EC:3.6.1.1	Yes
2812916090	389	96.1	5	389	1	385	0.0e+00	817	KO:K03313	Na+:H+ antiporter, NhaA family		Yes
2812916093	158	99.37	1	158	1	158	1.3e-112	359	KO:K04047	starvation-inducible DNA-binding protein		Yes
2812916098	492	99.8	1	492	1	492	0.0e+00	1090	KO:K03321	sulfate permease, SulP family		Yes
2812916102	333	95.2	1	333	1	333	0.0e+00	728	KO:K07089	uncharacterized protein		Yes
2812916103	180	91.11	1	180	69	248	6.7e-120	382	KO:K03088	RNA polymerase sigma-70 factor, ECF subfamily		Yes
2812916105	117	99.15	1	117	1	117	8.0e-80	261	KO:K03892	ArsR family transcriptional regulator		Yes
2812916106	159	98.74	1	159	1	159	2.4e-116	369	KO:K03741	arsenate reductase [EC:1.20.4.1]	EC:1.20.4.1	Yes
2812916108	588	99.15	1	588	1	588	0.0e+00	1300	KO:K01551	arsenite-transporting ATPase [EC:3.6.3.16]	EC:3.6.3.16	Yes
2812916109	429	99.07	1	429	1	429	0.0e+00	949	KO:K03893	arsenical pump membrane protein		Yes
2812916110	142	100	1	142	1	142	2.3e-101	325	KO:K00537	arsenate reductase [EC:1.20.4.1]	EC:1.20.4.1	Yes
2812916113	240	97.92	1	240	1	240	0.0e+00	545	KO:K11811	arsenical resistance protein ArsH		Yes
2812916114	190	98.3	15	190	1	176	8.5e-128	405	KO:K03823	phosphinothricin acetyltransferase [EC:2.3.1.183]	EC:2.3.1.183	Yes
2812916141	214	99.53	1	214	1	214	0.0e+00	488	KO:K07448	restriction system protein		Yes
2812916157	428	99.3	1	428	1	428	0.0e+00	977	KO:K02487	type IV pili sensor histidine kinase and response regulator		Yes
2812916160	166	100	1	166	1	166	6.3e-126	397	KO:K03111	single-strand DNA-binding protein		Yes
2812916163	670	96.85	1	634	1	634	0.0e+00	1410	KO:K03169	DNA topoisomerase III [EC:5.99.1.2]	EC:5.99.1.2	Yes
2812916171	454	75.5	2	454	3	455	0.0e+00	780	KO:K02314	replicative DNA helicase [EC:3.6.4.12]	EC:3.6.4.12	Yes
2812916172	323	89.53	28	323	9	304	0.0e+00	605	KO:K12055	chromosome partitioning related protein ParA		Yes
2812916177	364	80.27	17	309	20	313	0.0e+00	555	KO:K11904	type VI secretion system secreted protein VgrG		Yes
2812916178	270	71.85	1	270	1	270	0.0e+00	442	KO:K10710	fructoselysine 6-kinase [EC:2.7.1.-]	EC:2.7.1.-	Yes
2812916180	261	71.86	1	261	1	263	0.0e+00	435	KO:K10014	histidine transport system substrate-binding protein		Yes
2812916180	261	98.08	1	261	1	261	0.0e+00	579	KO:K10013	lysine/arginine/ornithine transport system substrate-binding protein		Yes
2812916181	254	98.03	1	254	1	254	0.0e+00	559	KO:K03710	GntR family transcriptional regulator		Yes
2812916182	269	86.79	1	265	1	265	0.0e+00	505	KO:K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	EC:1.5.1.2	Yes
2812916185	281	92.53	1	281	1	281	0.0e+00	599	KO:K16957	L-cystine transport system substrate-binding protein		Yes
2812916186	251	94.02	1	251	1	251	0.0e+00	544	KO:K16959	L-cystine transport system permease protein		Yes
2812916187	232	78.88	1	232	1	232	1.2e-123	398	KO:K16958	L-cystine transport system permease protein		Yes
2812916187	232	93.1	1	232	1	232	0.0e+00	471	KO:K10009	cystine transport system permease protein		Yes
2812916188	263	92.28	18	263	1	246	0.0e+00	509	KO:K16960	L-cystine transport system ATP-binding protein [EC:3.6.3.-]	EC:3.6.3.-	Yes
2812916189	347	42.69	1	340	1	342	3.2e-96	330	KO:K01599	uroporphyrinogen decarboxylase [EC:4.1.1.37]	EC:4.1.1.37	Yes
2812916191	313	90.71	1	312	1	312	0.0e+00	648	KO:K15553	sulfonate transport system substrate-binding protein		Yes
2812916196	339	97.05	1	339	1	339	0.0e+00	716	KO:K02071	D-methionine transport system ATP-binding protein		Yes
2812916199	390	93.85	1	390	1	390	0.0e+00	845	KO:K04091	alkanesulfonate monooxygenase [EC:1.14.14.5]	EC:1.14.14.5	Yes
2812916204	202	90	1	200	2	201	0.0e+00	422	KO:K08984	putative membrane protein		Yes
2812916206	500	94.4	1	500	1	500	0.0e+00	1090	KO:K03762	MFS transporter, MHS family, proline/betaine transporter		Yes
2812916207	332	96.99	1	332	1	332	0.0e+00	705	KO:K02526	2-keto-3-deoxygluconate permease		Yes
2812916210	111	99.1	1	111	1	111	3.1e-82	267	KO:K06193	protein PhnA		Yes
2812916211	145	79.31	1	143	1	145	5.0e-84	276	KO:K04750	PhnB protein		Yes
2812916212	243	93.83	1	243	1	243	0.0e+00	540	KO:K02043	GntR family transcriptional regulator, phosphonate transport system regulatory protein		Yes
2812916213	150	86.67	1	150	1	150	1.0e-94	307	KO:K06166	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG [EC:2.7.8.37]	EC:2.7.8.37	Yes
2812916214	194	93.81	1	194	1	194	0.0e+00	419	KO:K06165	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH [EC:2.7.8.37]	EC:2.7.8.37	Yes
2812916215	354	90.11	1	354	1	354	0.0e+00	730	KO:K06164	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI [EC:2.7.8.37]	EC:2.7.8.37	Yes
2812916216	282	97.87	1	282	1	282	0.0e+00	650	KO:K06163	alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase [EC:4.7.1.1]	EC:4.7.1.1	Yes
2812916217	252	94.05	1	252	1	252	0.0e+00	537	KO:K05781	putative phosphonate transport system ATP-binding protein		Yes
2812916218	228	92.11	1	228	1	228	0.0e+00	477	KO:K05780	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL [EC:2.7.8.37]	EC:2.7.8.37	Yes
2812916219	378	92.59	1	378	1	378	0.0e+00	821	KO:K06162	alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase [EC:3.6.1.63]	EC:3.6.1.63	Yes
2812916220	182	88.46	1	182	1	182	3.4e-117	374	KO:K05774	ribose 1,5-bisphosphokinase [EC:2.7.4.23]	EC:2.7.4.23	Yes
2812916221	252	85.32	1	252	1	252	0.0e+00	522	KO:K06167	phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]	EC:3.1.4.55	Yes
2812916224	153	81.63	1	147	1	147	3.4e-88	289	KO:K01808	ribose 5-phosphate isomerase B [EC:5.3.1.6]	EC:5.3.1.6	Yes
2812916226	311	95.18	1	311	1	311	0.0e+00	668	KO:K10549	D-allose transport system substrate-binding protein		Yes
2812916227	510	93.73	1	510	1	510	0.0e+00	1090	KO:K10551	D-allose transport system ATP-binding protein [EC:3.6.3.17]	EC:3.6.3.17	Yes
2812916228	326	96.01	1	326	1	326	0.0e+00	699	KO:K10550	D-allose transport system permease protein		Yes
2812916229	231	91.34	1	231	1	231	0.0e+00	502	KO:K17195	D-allulose-6-phosphate 3-epimerase [EC:5.1.3.-]	EC:5.1.3.-	Yes
2812916230	315	81.27	1	315	1	314	0.0e+00	589	KO:K00881	allose kinase [EC:2.7.1.55]	EC:2.7.1.55	Yes
2812916232	507	95.66	1	507	1	507	0.0e+00	1070	KO:K10441	ribose transport system ATP-binding protein [EC:3.6.3.17]	EC:3.6.3.17	Yes
2812916233	329	96.1	1	329	1	333	0.0e+00	697	KO:K10440	ribose transport system permease protein		Yes
2812916234	313	97.76	1	313	1	313	0.0e+00	680	KO:K10439	ribose transport system substrate-binding protein		Yes
2812916235	228	89.87	1	227	1	227	0.0e+00	505	KO:K09988	uncharacterized protein		Yes
2812916236	286	96.5	1	286	1	286	0.0e+00	619	KO:K01624	fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	EC:4.1.2.13	Yes
2812916239	139	98.56	1	139	1	139	2.0e-101	325	KO:K00123	formate dehydrogenase major subunit [EC:1.2.1.2]	EC:1.2.1.2	Yes
2812916241	559	98.39	1	559	1	559	0.0e+00	1290	KO:K00123	formate dehydrogenase major subunit [EC:1.2.1.2]	EC:1.2.1.2	Yes
2812916242	576	80.21	1	576	1	576	0.0e+00	1100	KO:K03587	cell division protein FtsI (penicillin-binding protein 3)		Yes
2812916244	437	99.08	1	437	1	437	0.0e+00	945	KO:K11102	proton glutamate symport protein		Yes
2812916245	652	95.86	1	652	1	652	0.0e+00	1490	KO:K01895	acetyl-CoA synthetase [EC:6.2.1.1]	EC:6.2.1.1	Yes
2812916247	549	99.09	1	549	1	549	0.0e+00	1210	KO:K14393	cation/acetate symporter		Yes
2812916250	312	90.71	1	312	1	312	0.0e+00	687	KO:K08566	plasminogen activator [EC:3.4.23.48]	EC:3.4.23.48	Yes
2812916252	267	58.04	9	263	9	263	5.8e-114	374	KO:K17838	beta-lactamase class D [EC:3.5.2.6]	EC:3.5.2.6	Yes
2812916255	303	52.38	4	297	2	295	9.0e-109	362	KO:K03566	LysR family transcriptional regulator, glycine cleavage system transcriptional activator		Yes
2812916259	226	92.34	1	222	1	222	0.0e+00	498	KO:K09967	uncharacterized protein		Yes
2812916260	223	87.78	2	222	1	221	0.0e+00	438	KO:K02029	polar amino acid transport system permease protein		Yes
2812916261	216	91.67	1	216	1	216	0.0e+00	434	KO:K02029	polar amino acid transport system permease protein		Yes
2812916262	215	84.65	1	215	1	215	1.3e-130	416	KO:K09967	uncharacterized protein		Yes
2812916263	210	91.43	1	210	1	210	0.0e+00	456	KO:K09967	uncharacterized protein		Yes
2812916264	278	92.09	1	278	1	278	0.0e+00	572	KO:K02030	polar amino acid transport system substrate-binding protein		Yes
2812916266	548	97.45	1	548	1	548	0.0e+00	1180	KO:K03316	monovalent cation:H+ antiporter, CPA1 family		Yes
2812916267	449	97.77	1	449	20	468	0.0e+00	962	KO:K06901	putative MFS transporter, AGZA family, xanthine/uracil permease		Yes
2812916268	222	86.36	1	220	1	220	0.0e+00	452	KO:K00799	glutathione S-transferase [EC:2.5.1.18]	EC:2.5.1.18	Yes
2812916269	152	96.05	1	152	1	152	3.4e-106	340	KO:K13639	MerR family transcriptional regulator, redox-sensitive transcriptional activator SoxR		Yes
2812916270	107	99.07	1	107	1	107	2.4e-75	247	KO:K13631	AraC family transcriptional regulator, mar-sox-rob regulon activator		Yes
2812916281	255	86.27	1	255	1	255	0.0e+00	532	KO:K01092	myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	EC:3.1.3.25	Yes
2812916287	738	90.66	1	738	1	739	0.0e+00	1570	KO:K11904	type VI secretion system secreted protein VgrG		Yes
2812916288	230	74.35	1	230	1	230	1.9e-123	397	KO:K05995	dipeptidase E [EC:3.4.13.21]	EC:3.4.13.21	Yes
2812916289	226	76.55	1	226	1	226	5.8e-122	393	KO:K14591	protein AroM		Yes
2812916293	231	98.27	1	231	1	231	0.0e+00	507	KO:K10009	cystine transport system permease protein		Yes
2812916294	255	96	1	250	1	250	0.0e+00	531	KO:K10010	cystine transport system ATP-binding protein [EC:3.6.3.-]	EC:3.6.3.-	Yes
2812916295	257	94.55	1	257	1	256	0.0e+00	546	KO:K02424	cystine transport system substrate-binding protein		Yes
2812916296	178	90.56	1	178	1	180	3.6e-112	359	KO:K04093	chorismate mutase [EC:5.4.99.5]	EC:5.4.99.5	Yes
2812916297	177	97.75	1	177	1	178	2.1e-128	405	KO:K03111	single-strand DNA-binding protein		Yes
2812916298	941	98.09	1	941	1	941	0.0e+00	2110	KO:K03701	excinuclease ABC subunit A		Yes
2812916301	236	83.05	1	236	1	235	0.0e+00	465	KO:K03788	acid phosphatase (class B) [EC:3.1.3.2]	EC:3.1.3.2	Yes
2812916302	397	89.92	1	397	1	397	0.0e+00	826	KO:K00832	aromatic-amino-acid transaminase [EC:2.6.1.57]	EC:2.6.1.57	Yes
2812916303	359	90.25	1	359	1	359	0.0e+00	750	KO:K01775	alanine racemase [EC:5.1.1.1]	EC:5.1.1.1	Yes
2812916304	468	98.5	1	468	1	468	0.0e+00	1030	KO:K02314	replicative DNA helicase [EC:3.6.4.12]	EC:3.6.4.12	Yes
2812916305	327	93.27	1	327	1	327	0.0e+00	687	KO:K00344	NADPH2:quinone reductase [EC:1.6.5.5]	EC:1.6.5.5	Yes
2812916307	339	94.4	1	339	7	345	0.0e+00	754	KO:K05539	tRNA-dihydrouridine synthase A [EC:1.-.-.-]	EC:1.-	Yes
